doc_id,screen_name,party,message
2746,USCongressmanVicenteGonzalez,Democrat,"It’s my privilege to host constituents who are visiting Washington, D.C. Today, my office coordinated a White House Tour for La Joya Independent School District Chief of Police, Raul Gonzalez, and his family. Thanks to the Gonzalez family for visiting!  If you're planning a visit to the nation's capital, please do not hesitate to contact my Washington, D.C. office to arrange a tour of the White House or the U.S. Capitol."
2747,RepMoBrooks,Republican,"Exciting news for the Tennessee Valley! Today Aerojet Rocketdyne announced plans to produce America’s newest advanced rocket engine, the AR1, in Huntsville, resulting in 100 new jobs. Production of the AR1 will mean the end of America’s reliance on Russian made RD-180 engines, assuring our access to space. Aerojet’s announcement is a great testament to North Alabama’s skilled workforce and capacity for high-tech manufacturing."
2748,RepStevePearce,Republican,"The Dodd-Frank Act did little to provide real protections to people, families, and small businesses across New Mexico and the country. Instead, we were left with the Consumer Financial Protection Bureau caused more harm than good.   Check out this article in the National Review on why the Financial CHOICE Act - being debated today in the House - is needed to ensure power is put back in the hands of consumers, not Washington."
2749,RepRobertBrady,Democrat,"Proud to support the Muhammad Ali Expansion Act, which extends boxing protections in current law to all combat fighters, including MMA.  Pictured with WSOF Welterweight Champion Jon Fitch, Brazilian heavyweight Vinicious Spartan, and Juanito Ibarra (former coach of Oscar De La Hoya)."
2750,RepChrisStewart,Republican,"At 20 weeks into pregnancy, babies can hear music, respond to human voices, and feel pain. Current laws allow for abortions to take place even after this point in pregnancy.   With my support, the Pain-Capable Unborn Child Protection Act passed in the House earlier this week. It's time to stop painful and late abortions."
2751,153423912663.0,Democrat,"THIS WEEK IN CONGRESS - August 4, 2017"
2752,repjasonsmith,Republican,"Reagan, congratulations on your appointment to the U.S. Naval Academy!   Reagan has the desire to serve and to be part of something bigger than herself. Because of that spirit, I know she is going to be an excellent midshipman at the U.S. Naval Academy. It was my honor to nominate her. Reagan will serve our country well and make Missouri proud."
2753,RepSeanDuffy,Republican,Glad to see a Christmas tree from Wisconsin at the White House!
2754,CongresswomanClark,Democrat,"Families like Denise’s would be devastated by #GrahamCassidy. For her and countless others, Congress must #ProtectOurCare."
2755,SenCoryGardner,Republican,"Five Colorado-specific public lands bills that I worked on with Senator Michael Bennet were unanimously approved by the Senate Energy and Natural Resources Committee. Protecting and promoting Colorado’s public lands is not a partisan issue, and I’m proud to work across the aisle to move these priorities forward. Each piece of legislation is important to Colorado and I’ll continue to support efforts that will ensure future generations of Coloradans are able to enjoy our state’s natural treasurers."
2756,RepLaMalfa,Republican,"In February, tens of thousands of lives were at risk when the Oroville Dam spillway failed and nearly 200,000 were forced to evacuate their homes. It was clear then that whatever systems were in place for inspecting our water infrastructure were not good enough – that is even clearer after this report. California’s infrastructure inspection process doesn’t cut it. We must change this system and have independent experts administer a more thorough inspection that dives much deeper than just a yearly visual checkup."
2757,RepGeneGreen,Democrat,"Trumpcare is back and it’s worse than ever.    Just when we thought the Republican Majority abandoned their attempts to rip health care away from millions of Americans, they’ve come back with a last-ditch effort that would do even more damage. The Graham-Cassidy bill being considered by the Senate would mean far worse care, far fewer Americans covered, and much higher costs. The bill punishes low-income families, seniors, older Americans, people with disabilities, veterans, and women. It also punishes states that did the right thing for their citizens by expanding the Medicaid program.  I urge the Republican Majority to abandon their misguided and cruel attempts to rip away health care, and instead work with Democrats on ways to provide quality affordable health care for all. Until then, I won’t stop fighting to protect our care."
2758,senronjohnson,Republican,"Sen. Johnson met this week with Russian pro-democracy advocate and journalist Vladimir Kara-Murza to discuss human rights violations, attacks on dissidents and civil society restrictions in Russia.   Earlier this year, Sen. Johnson and Sen. Chris Murphy (D-Conn.) wrote a letter to Secretary of State Rex Tillerson drawing his attention to Kara-Murza’s recent hospitalization and possible poisoning. Read that letter here: http://bit.ly/2nF2hki  Kara-Murza's story was also featured on CBS 60 Minutes: http://www.cbsnews.com/news/putin-critic-says-hes-one-of-the-lucky-ones-im-still-here/"
2759,CongressmanGT,Republican,"It was an honor to be at Central Pennsylvania Institute of Science and Technology earlier this week with my colleague Raja Krishnamoorthi - Congressman, IL-8 to call on the U.S. Senate to make career and technical education -- CTE -- a priority this fall.  CPI is home to more than 18 secondary programs, over 60 in-house adult & continuing education programs. It just announced a new Natural Gas Compression program that begins this November and is one of only two programs of its kind nationwide. CTE programs are a pathway to success for all Americans.  Thanks to CPI, all of our speakers and especially Rep. Krishnamoorthi for traveling from Illinois to see the great work CPI does in Central PA. #WhyCTE #LearntoEarn"
2760,NancyPelosi,Democrat,Time for another look into my week in Washington & San Francisco.
2761,CongresswomanRosaDeLauro,Democrat,"The CDC is currently investigating an E. coli outbreak, which has already affected two Connecticut residents.  To prevent foodbourne illnesses, be sure to follow these tips from the CDC: https://www.cdc.gov/ecoli/ecoli-prevention.html"
2762,RepAdamSchiff,Democrat,"Almost 24 hours after General Flynn resigned as National Security Advisor – and by Sean Spicer's own admission – we now know that the President has known for weeks that Flynn lied about his contact with the Russian Ambassador. And for weeks he allowed the public to be misled. The President only acted to force Flynn out when the public learned about the true nature of Fynn's contact with the Russians.   This needs to be investigated. The U.S. is in a global struggle with Russia, which is pushing its brand of authoritarian rule in Europe and beyond. Freedom loving people everywhere are counting on America to champion liberty and democracy, and we need to stand up to the Kremlin and its pernicious influence.  We cannot do this if the Administration has been compromised, as Flynn had been by his own dishonesty.    Congress has a solemn responsibility to do its oversight and investigate these issues. If Speaker Ryan won’t commit to a full congressional investigation, he needs to get out of the way and allow for an independent commission to handle the matter."
2763,RepBost,Republican,Congratulations to Detective Brooke Lam on being named Phenomenal Women of the Year by the Boys & Girls Club of Carbondale. http://bit.ly/2nhWj8l
2764,RepDrewFerguson,Republican,"From Buffy, family, friends and staff, we want to wish the Congressman a very happy birthday!"
2765,senrobportman,Republican,"In Toledo today, I saw up close a Great Lakes Restoration Initiative (GLRI) success story – the restored wetland at Maumee Bay State Park. The restored wetlands help keep phosphorus from entering the Lake, and that helps prevent large-scale algal bloom outbreaks, like the one that caused Toledo’s water crisis in the summer of 2014. It also stops harmful bacteria from getting to the beaches at the state park. That’s a problem that has shut down our beaches in the past. The GLRI has been proven to work to protect Lake Erie, something that is critical to Ohio’s fishing industry, our tourism industry, and the drinking water of 3 million Ohioans.   After touring the wetlands, I visited The University of Toledo Lake Center. GLRI funds have benefited Lake Erie Center by supporting $5.7 million of research and monitoring.  I am going to keep fighting for funding for the GLRI. It is critical for Lake Erie."
2766,RepScottPeters,Democrat,"Kevin from San Diego contacted our office when he had trouble getting his tax return from the IRS. We were able to identify the problem with his tax form and get Kevin his refund in about a week, saving him nearly $6,000. Like my page & visit my website to learn how we can help get you answers from the IRS and other federal agencies."
2767,mitchmcconnell,Republican,"#TaxReform can help move our economy into high gear. It can help deliver more jobs, higher wages, and increased opportunities for the American people. The men and women of this country deserve it, which is why I am committed to keeping up the work to get tax reform done. https://sen.gov/L3LY"
2768,SenatorDavidPerdue,Republican,"Congratulations to my good friend, Rep. Tom Price, our new Secretary U.S. Department of Health and Human Services! There is no one more qualified to serve in this position. Dr. Price will work to end Washington’s takeover of our health care system, and I know he will work tirelessly for a health care system that compassionately improves the lives of every American."
2769,repbettymccollum,Democrat,Thank you to Flags for Fort Snelling for honoring our veterans buried at Fort Snelling National Cemetery with American flags once again this year.
2770,JodeyArrington,Republican,Happy #NationalDoctorsDay to all of the health care providers throughout the United States who work daily to keep us all healthy!
2771,senatorelizabethwarren,Democrat,"At a recent town hall, lots of hands went up when I asked these Massachusetts residents if they know or love someone who relies on Medicaid. This is the face of health care in America – and these are the folks I’ll continue to fight for as we protect the Affordable Care Act and fight for Medicare for All."
2772,RepSteveChabot,Republican,"The 2017 Ohio high school football season kicks off tonight, and my alma mater, Cincinnati La Salle High School, begins their quest for a fourth straight state championship with a huge game against Colerain High School.  #LancersRollDeep  #WeAreColerain  In celebration of the start of the new season, here's a picture from my junior season at La Salle.  I'm number 72 (and I made the tackle) alongside my teammates Pete Duffy (#51) and Tom Schmutte (#61). We are playing St. Xavier High School,  which begins their defense of the Division I state championship tomorrow night. #GoBombers"
2773,aumuaamata,Republican,"Talofa! Today I had a wonderful discussion with the Small Business Committee about veteran owned small businesses! Read my press release here:  Washington, DC –Wednesday, Congresswoman Aumua Amata and the Small Business Committee held a roundtable on the best ways to help veteran-owned small businesses.  The discussion focused on the aftermath of the Supreme Court case Kingdomware Technologies, Inc. v. United States, which ruled that the Department of Veterans Affairs must put veterans first in all of its procurement actions. The roundtable also included discussion of legislation that would help veteran-owned small businesses, including veteran-owned businesses in American Samoa.  “Many of my fellow Committee members, some of whom are veterans themselves, are committed to making sure the law is upheld and the VA is truly putting veterans first,” said House Chairman Steve Chabot.  “I have the honor of sitting on the Veterans Affairs Committee and the Small Business Committee.  This roundtable was an excellent chance for my colleagues and I to hear directly from veteran-owned small businesses, to hear what concerns them, without all the formality of a hearing,” stated Amata. “My colleagues and I will continue to pursue legislation that will ensure that veteran owned businesses succeed.”"
2774,CongressmanCulberson,Republican,"Proud to support H.R. 4396, the ME TOO Congress Act of 2017. As Members of Congress we have a responsibility to remain accountable and transparent to our constituents.  It’s crucial that we create and maintain an environment where everyone feels safe. Anything less is unacceptable.   Read my full statement here:"
2775,betoorourketx16,Democrat,Our thoughts and prayers are with the family and friends of CBP El Paso Assistant Director of Field Operations Francis D. Brown.
2776,RepresentativeSteveKnight,Republican,"This week I led an effort to increase funding to the VA’s State Extended Care Facilities Grant Program. This initiative is a key provider of resources for the ongoing maintenance of our existing State Veterans Homes like the ones in Lancaster and Ventura, which provide our aging and disabled veterans with rehabilitative, residential, and medical care and services in a home-like environment.    Read more here: http://knight.house.gov/news/documentsingle.aspx?DocumentID=983"
2777,RepRichHudson,Republican,"I regularly speak with veterans who are struggling to access timely, quality care the Choice Program was intended to provide. Time and time again, it appears to be a systemic problem designed to preserve the bureaucracy at the VA and sink the Choice Program.   Today the House passed S. 544, a bill to improve the VA Choice Program and extend access to timely, quality health care for veterans. While work remains to clean up the bureaucracy at the VA, this bill takes an important step to eliminate the sunset date of the Choice Program and ensure veterans have continuity of care.  https://hudson.house.gov/press-releases/hudson-supports-bill-to-improve-va-health-care-access/"
2778,RepScottTaylor,Republican,I have and will continue to work to lower the cost of healthcare and to offer more access to the care people need. These two pieces of legislation do exactly that. I am proud to support these bills.
2779,mcmorrisrodgers,Republican,What a great game last night! Congrats Gonzaga Men's Basketball on making it to the #FinalFour!
2780,SenGaryPeters,Democrat,"I am honored to be recognized by the Humane Society for my work on animal protection legislation, including the Pet and Women Safety Act (PAWS) a bill I have introduced that will help empower victims to leave abusive situations, get a fresh start and keep their pets who are treasured members of their families. Learn more about PAWS by watching this video: bit.ly/2lzou3h"
2781,repgracemeng,Democrat,The Ninth Circuit is the latest to rule against President Donald J. Trump's #MuslimBan. Another victory for American law and American values.
2782,SenGaryPeters,Democrat,Great to welcome Delta Sigma Theta Sorority members from across Michigan today & thank them for their work to support local MI communities
2783,CongressmanDarrenSoto,Democrat,"Earlier this month, I participated in a Bipartisan Congressional Delegation trip to Israel. We met with Israeli and Palestinian officials, and were briefed on security and economic issues for the region. Read more about my experience in my op-ed for the The Ledger:"
2784,RepPerlmutter,Democrat,I'm holding a Government in the Grocery this Saturday at the Natural Grocers in Northglenn. This is an opportunity to meet with me and my staff about your issues or concerns.   Learn more by visiting our website at www.perlmutter.house.gov. Hope to see you Saturday!
2785,repbrianfitzpatrick,Republican,Congratulations to Andrew Tillery of Troop 147 on achieving the rank of Eagle Scout!
2786,CongressmanMattGaetz,Republican,"“I did say that I was concerned that this investigation was infected with bias,” Gaetz told the president."
2787,SenatorTimScott,Republican,Great time celebrating US Air Force's 70th birthday today!
2788,RepMikeBishop,Republican,Did you know Americans will spend more than 8.9 billion hours doing their taxes for 2016? This comes out to roughly 4.3 million full-time workers doing nothing but tax paperwork all year... We have to do better. Our #TaxBlueprint focuses in on this. Read more from Rep. Kevin Brady:
2789,CongressmanWarrenDavidson,Republican,"Pointing to the wisdom in our founding documents, and the relevance of Franklin's ""A republic if you can keep it"" response, Rabbi Sachs shared these thoughts in a recent speech. Who must keep the republic? ""We, the people""  ""In a contract, two or more people come together to make an exchange. . . . And so you have the commercial contract that creates the market and the social contract that creates the state.  A covenant isn’t like that. It’s more like a marriage than an exchange. In a covenant, two or more parties each respecting the dignity and integrity of the other come together in a bond of loyalty and trust to do together what neither can do alone. A covenant isn’t about me. It’s about us. A covenant isn’t about interests. It’s about identity. A covenant isn’t about me, the voter, or me, the consumer, but about all of us together. Or in that lovely key phrase of American politics, it’s about “we, the people.”  The market is about the creation and distribution of wealth. The state is about the creation and distribution of power. But a covenant is about neither wealth nor power, but about the bonds of belonging and of collective responsibility. And to put it as simply as I can, the social contract creates a state but the social covenant creates a society.  Biblical Israel had a society long before it had a state, before it even crossed the Jordan and enter the land, which explains why Jews were able to keep their identity for 2,000 years in exile and dispersion because although they’d lost their state, they still had their society. Although they’d lost their contract, they still had their covenant. And there is only one nation known to me that had the same dual founding as biblical Israel, and that is the United States of America which had its social covenant in the Declaration of Independence in 1776 and its social contract in the Constitution in 1787. . . .  Listen to this sentence. See how odd it might sound to anyone but an American. “We hold these truths to be self-evident, that all men are created equal and endowed by their Creator with certain inalienable rights.” Those truths are anything but self-evident. They would have been unintelligible to Plato, to Aristotle, or to every hierarchical society the world has ever known. They are self-evident only to people, to Jews and Christians, who have internalized the Hebrew Bible. And that is what made G. K. Chesterton call America “a nation with the soul of a church.""   America understands more clearly than any other Western nation that freedom requires not just a state, but also and even more importantly a society, a society built of strong covenantal institutions, of marriages, families, congregations, communities, charities, and voluntary associations. . . .  In America, the social contract is still there, but the social covenant is being lost. . . . ""."
2790,CongressmanRalphAbraham,Republican,"Congrats to my colleague Congressman Garret Graves on his subcommittee chairmanship. This is an imporant position to Louisiana, and I know Garret will serve our state well."
2791,RepJudyChu,Democrat,We should treat birth control the way we treat any other medication - by leaving the choice to a woman and her doctor. My statement on Trump's cruel attack on women:
2792,SenatorTomCotton,Republican,Honored to take part in the White Hall Veterans Day Ceremony today. Thanks for inviting me and for remembering those who bravely served our country.
2793,replizcheney,Republican,"Announcing office hours in Converse and Niobrara Counties on Thursday, March 30th. Jackie King, my deputy state director, and members of Senator Enzi and Senator Barrasso’s team will be in Glenrock at 9:00 am, Douglas at 10:30 am and Lusk at 3pm."
2794,RepLowenthal,Democrat,"Today, I joined with my co-chairs on the Congressional Caucus on Vietnam, Zoe Lofgren and Chris Smith, and 17 other House colleagues, in sending a letter to President Trump urging him to pressure the government of Vietnam on human rights issues during his visit to the communist nation this week. We did so because we are gravely concerned about the harassment, intimidation, assaults, and imprisonment of rights defenders, bloggers, and religious leaders in Vietnam. Our nation must develop policy approaches that tie together U.S. human rights, economic, security, and political interests in Vietnam. Read the whole letter on my website:"
2795,SenatorBlunt,Republican,This is about tax cuts for hardworking men and women.
2796,152569121550.0,Democrat,"Today, I joined Webb County Sheriff Martin Cuellar and Mercy Ministries Casa de Misericordia Administrator Maria Elena Arambula to announce an award of $367,539 from the U.S. Department of Justice, Office on Violence Against Women, to the Webb County Sheriff’s Office and Casa de Misericordia to sustain current project activities and expand services to victims of sexual assault, domestic violence, dating violence and stalking in our community. Read more here: http://bit.ly/2xDC4va"
2797,repbettymccollum,Democrat,"I hope to see you TOMORROW at the Hallie Q. Brown Community Center for my community conversation on the Affordable Care Act, Social Security, Medicare, and Medicaid.  President Donald Trump and the Republican Congress are working to repeal the Affordable Care Act, gut Medicaid, and end Medicare as we know it. This conversation will discuss the impact of these important programs and what we can do together to protect them. Join us!"
2798,CongressmanDavidCicilline,Democrat,"A new poll shows that the American people overwhelmingly oppose the new Trumpcare proposal to allow health insurance companies to discriminate against people with pre-existing conditions. Together, we can stop this terrible bill once again."
2799,jefffortenberry,Republican,"Perhaps you've noticed the giant windmill blades barreling down 80. Nebraska ranks 4th in wind energy potential, 18th in production."
2800,mikecrapo,Republican,"On #NationalAgDay, I recognize the nearly 25,000 farms and ranches in Idaho that produce more than 185 different commodities.  Agriculture generates 21 percent of Idaho’s total economic output in sales and 16 percent in GDP. Thanks, Idaho farmers and ranchers for feeding the Gem State, as well as many others across the globe! http://www.agri.state.id.us/AGRI/Categories/Marketing/Documents/2016AgStats.pdf"
2801,RepBarbaraComstock,Republican,"Both Democrats and Republicans attacked the FBI Director at various times for various reasons and called for his ouster.  However, I can’t defend or explain tonight’s actions or timing of the firing of FBI Director James Comey.  The FBI investigation into the Russian impact on the 2016 election must continue.  There must be an independent investigation that the American people can trust."
2802,AndyHarrisMD,Republican,"It was a pleasure meeting folks from Habitat for Humanity Choptank and Habitat for Humanity Susquehanna today! I am humbled by their commitment and dedication to making sure that everyone has a decent place to live. If you're interested in learning more about the organization, visit http://www.habitat.org/."
2803,jeffmerkley,Democrat,"Spoke with BlueGreen Alliance about why we must bring the labor and environmental movements together to solve two of the greatest challenges facing our nation — climate disruption and creating solid, middle class jobs. By taking bold, immediate action, we can solve both these problems together. If we invest to transition our energy economy to a 100% clean and renewable one by the year 2050, we will lead the world in the clean energy industry jobs of the future. Let’s make it happen!"
2804,RepDonBacon,Republican,"Yesterday, I had a great meeting with representatives from the Nebraska Association of School Boards including Linda Richards, Vice-President of Ralston Public Schools; Lacy Merica, President of the Omaha Public Schools; and Mike Kennedy, President of the Millard Public School Board."
2805,DuncanHunter,Republican,Today I led a bipartisan letter—along with fellow veteran Adam Kinzinger—to request the President direct a visa exception for military interpreters and aides who worked alongside U.S. troops.  Secretary of Defense James Mattis asked the same.
2806,repjoecrowley,Democrat,"The outline released by President Trump’s administration is far from a tenable plan for #tax reform. Instead, it appears to benefit President Trump’s billionaire friends and powerful companies by giving them a massive tax break while short-changing the middle class. This outline would do little to help the hardest working Americans and their families – a requirement for Democrats in tax reform.  Tax reform is desperately needed to make our code simpler, fairer, and far more effective. As a member of the tax-writing Ways and Means Committee, this is a huge priority of mine. I hope Republicans will join Democrats in looking for commonsense proposals to ensure the tax code works for all Americans."
2807,Rep.Grijalva,Democrat,"Here's my take on why Trump's wall would waste millions and trash the environment.   ""President Trump says he cares about people, money and the environment. But if the money belongs to the federal treasury, the people are from diverse cultures, or the environment isn’t near one of his golf clubs, his concern disappears. There is no better example of this brutal indifference than the president’s plan to build a “beautiful” wall along our southern border.""  http://tucson.com/news/opinion/columnists/guest/rep-ra-l-m-grijalva-why-i-sued-to-stop/article_0e3a8ce0-cc30-5d02-b63e-871ac2820c78.html"
2808,CongressmanGerryConnolly,Democrat,"Trump's hateful #TravelBan struck down again. Time to drop the fear mongering, Mr President. The Constitution is persistent - and so are we."
2809,RepAlLawsonJr,Democrat,Today I joined my Senate Democratic colleagues to protest the Republican efforts to harm our nation's health care. I'll continue to stand tall for North Florida. #ProtectOurCare  #PeopleOverPolitics
2810,GwenSMoore,Democrat,"The families of those who died in Milwaukee County Sheriff David A. Clarke Jr's jail need answers and clarity. Sadly, our AWOL sheriff is more concerned with his brand than his actual job. Milwaukee deserves better! Just shameful!"
2811,RepDrewFerguson,Republican,"Our tax code should encourage innovators and job creators, not punish them or encourage them to relocate overseas. #TaxReform17"
2812,DonaldPayneJr,Democrat,"Yesterday, I had a productive meeting with the New Jersey Hospital Association discussing the shared goal of providing quality and affordable healthcare to the people of the Garden State."
2813,RepDavidKustoff,Republican,Had a great conversation with 7-year-old Claire Midha from Germantown about JDRF's research to find a cure for type 1 diabetes.
2814,repjoecrowley,Democrat,Joined NY1 yesterday to explain why Congress must get to the bottom of President Trump’s ties to Russia and why my Republican colleagues must dump #Trumpcare for the sake of millions of hardworking American families.
2815,betoorourketx16,Democrat,"Meeting with the Border Trade Alliance about NAFTA, CBP staffing, and infrastructure at our ports of entry."
2816,RepStephMurphy,Democrat,"BREAKING NEWS -- The U.S. House just passed the American Health Care Act, H.R. 1628, also known as TrumpCare on a 217 to 213 vote, with all Democrats and many Republicans voting no.  TrumpCare takes health care away from 24 million Americans, while the rest of us pay more for fewer benefits. Older Americans will be especially hurt, and people with pre-existing conditions will be put at risk. This bill offends my conscience and hurts my constituents, and so I voted no.  I want every American to have access to quality, affordable health care, but this bill falls far short of that goal. We should work in a bipartisan way to strengthen what works in the Affordable Care Act and fix what doesn’t – not dismantle our health care system with a hyper-partisan bill negotiated behind closed doors and passed without a single public hearing or cost analysis.  “Virtually all patient advocates, physicians, hospitals, and independent health care experts, including the AARP, opposed this bill. Moving forward, I will do everything I can to protect our health care in a way that reduces premiums and increases benefits for families, seniors, and small businesses in central Florida. #FL07 #FlaPol"
2817,senatorchriscoons,Democrat,"I just spoke with Lolita Lopez, president and CEO of Westside Family Healthcare, one of three community health centers in Delaware. We discussed ways to improve health care, the critical need to address the CHC funding cliff before September 30th, and the most important thing happening in the Senate right now: one, final attempt from Republicans to ram through an irresponsible bill to repeal the Affordable Care Act that would threaten the health care of millions of Americans."
2818,USRepKathyCastor,Democrat,"From The Hill: “House Republican leaders are struggling to muster the necessary GOP votes to pass their latest plan to fund the government, raising the prospects of a government shutdown on Friday at midnight. GOP leadership had appeared confident throughout Wednesday that a new strategy to pass a clean continuing resolution (CR) through Jan. 19, along with a separate disaster relief bill, would avoid an intra-party fight over the funding bill. But the strategy was quickly thrown in doubt as it became clear House GOP leadership did not have the votes to get the bill through the chamber… Meanwhile, the clock is ticking down on government funding.” Republicans in Congress reneged on their assurances to fund children’s health care and protect our DREAM Act students. It will be a shame for Congress to adjourn while these families will be left to worry through holidays about their future. Appropriations are supposed to be complete by September 30, especially when one party controls the House, Senate and White House!"
2819,RepHuizenga,Republican,"Earlier this evening I joined State Representatives Roger Victory and Jim Lilly to get an update from Consumers Energy on the power restoration efforts in Ottawa and Kent Counties. Progress is being made to restore power thanks to crews from across Michigan and the region. It may be until Monday evening until some residents have power. For updates on power restoration efforts, please follow this link: https://www.consumersenergy.com/outages/outage-center?utm_source=outage&utm_medium=vanity-url&utm_campaign=communications&utm_content=outage"
2820,reppeteaguilar,Democrat,I was glad to see Republicans and Democrats come together to oppose a reckless bill that would strip millions of health care coverage. We need to have an open process with bipartisan support to improve the Affordable Care Act so it works for all Americans. Fixing our health care system shouldn’t be about keeping a campaign promise – it’s about doing what’s right for American families.
2821,GwenSMoore,Democrat,My constituents and I have a question for House Republicans and Senate GOP: What exactly are your priorities? Because all we see is a group of people skirting their responsibilities and refusing to hold Donald J. Trump accountable. It's time to #WakeUpGOP!
2822,RepBonnie,Democrat,I refuse to support the prescription for disaster being pushed by President Trump and Speaker Ryan. The Affordable Care Act plays a critical role in keeping our families healthy – but House Republicans want to make you #PayMoreForLess.
2823,CongressmanBradSchneider,Democrat,The Opioid PACE Act is a commonsense step to prevent overprescribing of these addicting drugs and better equip doctors to identify and treat substance use disorders. Learn more: http://bit.ly/2r9rBAW
2824,RepDWS,Democrat,"Without a single hearing, the GOP is trying to ram through a bill that would take us back to the days when insurance companies could discriminate against people with pre-existing conditions. It's absolutely unacceptable."
2825,81058818750.0,Democrat,"Captive Nation’s Week is a time for us to remember the citizens of countries who live every day without basic freedoms and under threat from oppressive governments. Today, I met with the Victims of Communism Memorial Foundation to discuss what can be done about my home nation of Cuba and the tragedy unfolding in Venezuela."
2826,RepByrne,Republican,"It is safe to say that John Kerry's tenure as Secretary of State has been a disaster. Now, in his last few days, he has decided to make attacking Israel his top priority. As Jim Geraghty puts it in this column, ""The cement hardens on the Obama-Kerry foreign-policy legacy: They were toothless and hapless against ISIS, Bashar al-Assad, North Korea, Iran, Russia, China, and the world’s worst and most ruthless regimes. But as for Bibi Netanyahu, they came down on him like a ton of bricks."""
2827,doris.matsui,Democrat,"For months, House Republicans have delayed action to fund CHIP and Community Health Centers. These programs are critical in our communities and cannot survive without this funding. They have always been bipartisan, but unfortunately the legislation that is before us today in the House is not. Instead of working with Democrats, Republicans have focused on Trumpcare and sabotaging the ACA. Now, they’ve put forward a bill full of poison pills that will only further delay funding these critical public health programs."
2828,judgecarter,Republican,"Having the opportunity to visit with neighbors from across #TX31 is always a highlight of my week! I hope y'all enjoyed your tour of the United States Capitol, and the rest of your time in DC!"
2829,repmialove,Republican,It was my honor to participate in a ceremony recognizing Cold War veterans  in Utah.  I pinned this medal on soldiers who served during a crucial time in our nation's history.  Thank you for your service!
2830,RepJoshG,Democrat,"Thank you, Sheriff Saudino, for coming down to DC. Great to see you! Thank you for all you and your team does to protect our communities and keep us safe!"
2831,Rep.PeteOlson,Republican,Honored Mayor Tom Reid invited me to do the invocation for City of Pearland - Government State of the City today
2832,SenDeanHeller,Republican,November is Military Family Appreciation Month. Thank you to all families and loved ones for carrying the load and supporting our troops.
2833,repbettymccollum,Democrat,"I wrote to EPA Administrator Scott Pruitt today to condemn his agency's personal attacks on an Associated Press reporter who was covering Hurricane Harvey. Personally attacking a reporter and obscuring the facts to create a misleading impression is an inappropriate use of taxpayer resources.  In the future, I hope Administrator Pruitt and his colleagues will act in a more professional manner and refrain from such unacceptable behavior. Learn more → http://bit.ly/2y1OSsw."
2834,RepCheri,Democrat,There's only one Earth—let's work together to protect our environment and natural beauty. #EarthDay
2835,RepChrisStewart,Republican,"Today, I introduced legislation to create Utah's sixth National Park, Escalante Canyons!   The Escalante Canyons are a crown Jewel of the state with their deep narrow canyons, high plateaus, sheer cliffs, incredible vistas, and vibrant colors. Escalante Canyons National Park is a win-win for those wanting conservation and access. It’s a win-win for those who want to share the beauty of this state but also to preserve the local culture that is so important to our communities."
2836,chrismurphyct,Democrat,Connecticut has some of the strongest gun laws in the country and one of the lowest rates of gun deaths. We can set an example for the rest of the nation.
2837,113303673339.0,Democrat,"Applications are due Oct. 27, 2017 for #GA13 students interested in receiving a congressional nomination for admission to the U.S. Air Force, Merchant Marine, Military or Naval Academy."
2838,raul.r.labrador,Republican,Oversight is important no matter who is in charge. Read my latest newsletter: http://ht.ly/pjLR309zwTx
2839,bobcorker,Republican,Senator Alexander and I enjoyed welcoming 130+ Tennesseans to Capitol Hill yesterday at our weekly constituent breakfast. Learn more at corker.senate.gov.
2840,mikeenzi,Republican,"Join me in celebrating Teacher Appreciation Day. There are more than 7,000 teachers in Wyoming. If you see one today, remember to thank them for everything they do for our students."
2841,RepGutierrez,Democrat,"Dem Caucus Chair Joe Crowley and I wrote to Defense Secretary Mattis asking for a meeting to discuss how to bring the full weight of the U.S. military into the race to save lives in Puerto Rico.    ""The U.S. military provided life-saving, heroic support to the people of Haiti after the earthquake in 2010 and in 2005 to the people of New Orleans after Hurricane Katrina, deploying a Three-Star General to command operations there.  These are but two examples.  We believe the U.S. military is best positioned to save lives, meet immediate needs of the people with food and water, set up a functioning telecommunications system and establish medical triage and emergency medical services.  Our military servicemen and women are the best in the world and their fellow citizens in Puerto Rico need their help desperately.  We would like to meet with you as soon as possible to discuss what the military is currently doing to help Puerto Rico and what more it can and will do in the future.""  Press release and letter http://bit.ly/2ytydNX"
2842,CongressmanKevinCramer,Republican,Appreciated all the great questions from ND's next generation of leaders in Kay Powell's Learning Leadership class yesterday. Thanks again for having me.
2843,reptrentkelly,Republican,It was good to talk about the work we are doing on the next Farm Bill with Fred Ashwill. #MS01
2844,RepDavidYoung,Republican,"At this past month's Senior Expos one of the more popular information sessions detailed what steps seniors can take to stay in their homes and their communities for as long as they are able.  One of the most important factors preventing seniors from continuing to age in place is ensuring the home is safe. The best way to begin this task is by preparing a home safety checklist. The checklist is a great way to carefully and closely assess an entire living space and determine where potential hazards could arise.  As a presenter from the AARP noted, the best time to prepare your home for life as a senior is twenty years ago. But, he noted, the second best time to prepare your home for life as a senior is today.  Read more and get a sample checklist to get you started at: https://davidyoung.house.gov/media-center/weeklyreport/no-time-present-senior-home-safety-check-capitol-solutions"
2845,SenatorSherrodBrown,Democrat,"WATCH LIVE: Sherrod speaks out on the Senate floor about his new bipartisan amendment to hold Russia accountable, and defends the freedom of the journalists whose work supports our democracy."
