username,text
realDonaldTrump,"Pandering Mini Mike Bloomberg, along with his wacky friend, Tom Steyer, have found out the hard way that you can’t buy the election! They both wish they had it to do over again!"
BernieSanders,There is no reason why women are making 79 cents on the dollar compared to men. Women want the whole damn dollar and they're right!
realDonaldTrump,"....Mueller was NOT fired and was respectfully allowed to finish his work on what I, and many others, say was an illegal investigation (there was no crime), headed by a Trump hater who was highly conflicted, and a group of 18 VERY ANGRY Democrats. DRAIN THE SWAMP!"
BernieSanders,"Republicans are waging a war against women and, let me be clear, it's not a war that we're gonna allow them to win."
BernieSanders,The drug industry's greed knows no bounds. http://www.nbcnews.com/business/economy/epipen-price-hike-has-parents-kids-allergies-scrambling-ahead-school-n633071
BernieSanders,If McDonald's raised the minimum wage to $15 per hour and respected the constitutional rights of their workers to form a union it would set an example for the entire fast food industry to follow.
BernieSanders,"While we have made great progress advancing important issues, the fight is just beginning. https://berniesanders.com/democrats-adopt-progressive-platform-party-history/"
realDonaldTrump,"I met with the DOJ concerning the declassification of various UNREDACTED documents. They agreed to release them but stated that so doing may have a perceived negative impact on the Russia probe. Also, key Allies’ called to ask not to release. Therefore, the Inspector General....."
realDonaldTrump,""
realDonaldTrump,Wouldn’t it be reasonable to assume that Republicans in the Senate should handle the Impeachment Hoax in the exact same manner as Democrats in the House handled their recent partisan scam? Why would it be different for Republicans than it was for the Radical Left Democrats?
BernieSanders,"Republicans in Congress must now summon the courage to stand up to the racist ramblings of our """"""""stable genius"""""""" president. Democratic and Republican senators must continue efforts to produce a bi-partisan Dream Act to be voted on by the Senate as part of the overall budget deal."
BernieSanders,Watch our full conversation at @TheTENNailBar in Detroit:
realDonaldTrump,".@ianbremmer now admits that he MADE UP “a completely ludicrous quote,” attributing it to me. This is what’s going on in the age of Fake News. People think they can say anything and get away with it. Really, the libel laws should be changed to hold Fake News Media accountable!"
BernieSanders,"Tomorrow Iowa goes to caucus, and our volunteers have knocked on 500,000 doors in Iowa and made over 10 million phone calls since January 1st to make sure we win. Join me live from our field office in Newton, Iowa:"
BernieSanders,I believe we have a moral obligation to pursue diplomatic solutions before resorting to military intervention.
realDonaldTrump,"“No matter your ideologies or your loyalties, this is a good day for America. No American conspired to cooperate with Russia in its efforts to interfere with the 2016 election, according to Robert Mueller, and that is good.” @BretBaier @FoxNews"
realDonaldTrump,"Just read the best Maureen Dowd column, in the New York Times, EVER (although she treated me great before politics), but it was written by her brother, Kevin. Someone in the News Media should hire her wonderful, talented, and very smart brother!"
BernieSanders,"The Walton family of Walmart, the richest family in the world, made $100 million per day last year. I say to the Waltons: No more excuses. Pay your workers a living wage of at least $15 an hour."
BernieSanders,It is clear that we need to fundamentally reject our “free trade” policies and move to fair trade. https://berniesanders.com/StopTppNow #StopTPPNow
BernieSanders,"We may not have billionaires or their money, but we have the people. We're going to beat Trump and beat him badly."
BernieSanders,"Class warfare is when the wealthy buy elections to get tax breaks for themselves, then cut spending on programs working people need to survive."
BernieSanders,Is it profoundly wrong that the richest 80 people in the world own more wealth than the bottom half of the population – 3.5 billion people.
BernieSanders,The South Carolina primary is tomorrow and Super Tuesday is in four days. The only way we'll win is together. Can you help make calls to voters tonight? https://berniesanders.com/call/
realDonaldTrump,“Home Prices Reach New All-Time Highs in August” Read more: http://45.wh.gov/AllTimeHigh
BernieSanders,"The corporate media counted us out. The pollsters said we were way behind. But we won. Thank you, Michigan."
realDonaldTrump,True!
BernieSanders,"We need to look at addiction not as a crime, but a health issue. #BernieInAL"
realDonaldTrump,"Just spoke to Mary Barra, CEO of General Motors about the Lordstown Ohio plant. I am not happy that it is closed when everything else in our Country is BOOMING. I asked her to sell it or do something quickly. She blamed the UAW Union — I don’t care, I just want it open!"
BernieSanders,We must compete effectively in a global economy by making public colleges and universities tuition-free.
realDonaldTrump,On my way - see you all shortly! http://Vote.GOP
realDonaldTrump,"As it has turned out, James Comey lied and leaked and totally protected Hillary Clinton. He was the best thing that ever happened to her!"
BernieSanders,Every veteran who defends this nation must get the quality health care and benefits they have earned and receive the respect they deserve.
realDonaldTrump,Congratulations to Deb Fischer. The people of Nebraska have seen what a great job she is doing - and it showed up at the ballot box! #MAGA
BernieSanders,Someone who is working 40 hours a week should not be struggling to provide food for their family.
BernieSanders,"Tune in live to #BernieInVallejo, California here: http://bernie.to/BernieInVallejo"
realDonaldTrump,I have decided that sections of the Wall that California wants built NOW will not be built until the whole Wall is approved. Big victory yesterday with ruling from the courts that allows us to proceed. OUR COUNTRY MUST HAVE BORDER SECURITY!
realDonaldTrump,"I have been FAR tougher on Russia than Obama, Bush or Clinton. Maybe tougher than any other President. At the same time, & as I have often said, getting along with Russia is a good thing, not a bad thing. I fully expect that someday we will have good relations with Russia again!"
BernieSanders,"My plan: break up big banks, close tax loopholes and make them pay their fair share. Then we can expand health care and make college free."
realDonaldTrump,“This has been a disaster for the Democrats and a disaster for the reputation of Robert Mueller.” Chris Wallace @FoxNews
BernieSanders,"I relish the idea of defeating Donald Trump, the most dangerous president in history. But more importantly, I look forward to working with millions of you to create a government based on love and compassion, not hate and greed."
realDonaldTrump,"If the Fed would cut, we would have one of the biggest Stock Market increases in a long time. Badly run and weak companies are smartly blaming these small Tariffs instead of themselves for bad management...and who can really blame them for doing that? Excuses!"
realDonaldTrump,Thank you @GeraldoRivera @FoxandFriends. Agree!
BernieSanders,"This is the issue: Does the Democratic Party have the guts to stand up to corrupt and greedy insurance companies that bankrupt 500,000 people every year? If we don’t have the guts to do that, if all we can do is take their money, we should be ashamed of ourselves. #DemDebate"
BernieSanders,"I stand with the former @Deadspin workers who decided not to bow to the greed of private equity vultures like @JimSpanfeller. This is the kind of greed that is destroying journalism across the country, and together we are going to take them on."
realDonaldTrump,I have spoken w/ @GovAbbott of Texas and @LouisianaGov Edwards. Closely monitoring #HurricaneHarvey developments &amp; here to assist as needed.
BernieSanders,I am delighted to see Labour do so well. I congratulate @jeremycorbyn for running a very effective campaign.
BernieSanders,We will prosecute the fossil fuel executives who knowingly destroyed the planet. #DemDebate
realDonaldTrump,"AP-NORC POLL: “Immigration among the top concerns in 2019.” People want to stop drugs and criminals at the Border. Want Border Security! Tell the Dems to do the inevitable now, rather than later. The wait is costly and dangerous!"
realDonaldTrump,“President Trump has done more for minority groups in this country than any president in decades.” @LouDobbs
BernieSanders,"Republicans: try winning elections based on your ideas and your character, not on the amount of money you can collect from billionaires."
realDonaldTrump,I will be interviewed tonight on @FoxNews by @SeanHannity at 9pmE. Enjoy!
BernieSanders,More than 2.5 million contributions are powering this campaign. That's what a grassroots movement looks like. http://bernie.to/PeoplePoweredCampaign
realDonaldTrump,Mike has been a fantastic Senator!
BernieSanders,"New tax breaks for the rich and big corporations may be popular in country clubs, but it's way out of touch with what most Americans want."
BernieSanders,I believe that the middle class and the working families who produce the wealth of America deserve a fair deal.
BernieSanders,I was proud to stand together with the members of @SEIU73 this week. Park workers deserve a fair contract — not a doubling of their out of pocket health insurance costs. @ParkWorkersRise
realDonaldTrump,"Does the so-called “Senior Administration Official” really exist, or is it just the Failing New York Times with another phony source? If the GUTLESS anonymous person does indeed exist, the Times must, for National Security purposes, turn him/her over to government at once!"
BernieSanders,"We need to end prisons for profit, which result in an over-incentive to arrest, jail and detain, in order to keep prison beds full."
BernieSanders,"Money is not free speech. Elections should not be auctions. In a democracy, we should have the right to elect people based on their ideas."
realDonaldTrump,"If it weren’t for the never ending Fake News about me, and with all that I have done (more than any other President in the first 2 1/2 years!), I would be leading the “Partners” of the LameStream Media by 20 points. Sorry, but true!"
BernieSanders,"There is something very, very wrong when we spend twice as much per capita on health care as other major countries, yet tens of millions are uninsured and we have worse health outcomes. The profit-driven health care system has got to change. We need Medicare for All."
BernieSanders,We must demilitarize police departments & end minimum sentencing. These are real issues that need to be dealt with. http://on.msnbc.com/1kJI4Zj
realDonaldTrump,"I don’t think the Dems on the Border Committee are being allowed by their leaders to make a deal. They are offering very little money for the desperately needed Border Wall & now, out of the blue, want a cap on convicted violent felons to be held in detention!"
realDonaldTrump,Attorney–client privilege is dead!
realDonaldTrump,"I am supportive of Lamar as a person & also of the process, but I can never support bailing out ins co's who have made a fortune w/ O'Care."
realDonaldTrump,We love our Law Enforcement Officers all around this great Country. What took place in NYC with water being tossed on NYPD officers was a total disgrace. It is time for @NYCMayor @BilldeBlasio to STAND UP for those who protect our lives and serve us all so well...
realDonaldTrump,"As a candidate, I promised we would pass a massive tax cut for the everyday, working Americans. If you make your voices heard, this moment will be forever remembered as a great new beginning – the dawn of a brilliant American future shining with PATRIOTISM, PROSPERITY AND PRIDE!"
BernieSanders,We are not going back to the days when women did not have full access to birth control.
BernieSanders,"As someone who is Jewish, it gives me a special pleasure to be able to work with the Muslim community. Together we're going to build a nation based on love and justice, not hatred and bigotry. #IftarsWithBernie"
BernieSanders,"If you are struggling, if you can't afford your medication, if you don't have health insurance, if you're drowning in student debt, if you can't live on starvation wages—you are not alone, and we are fighting for you."
BernieSanders,What's included under Medicare for All: Dental care Eyeglasses Hearing aids What's not included under Medicare for All: Co-pays Premiums Deductibles
realDonaldTrump,""
BernieSanders,The Democratic Party can no longer be led by the liberal elite. We have to stand up to Wall Street and the greed of corporate America.
BernieSanders,Billionaires shouldn't be able to buy elections in the United States of America.
BernieSanders,"As the largest and most powerful military in the world, we need to use military force as a last resort, not a first resort."
realDonaldTrump,"....We will get through this together, and bats will be swinging before you know it. In the meantime, take care of mom and dad, and know that this will not be forever! @littleleagueceo"
BernieSanders,"The working class of this country deserves to earn decent wages, decent benefits, and not see their jobs go to low-wage countries."
realDonaldTrump,"“John Brennan is panicking. He has disgraced himself, he has disgraced the Country, he has disgraced the entire Intelligence Community. He is the one man who is largely responsible for the destruction of American’s faith in the Intelligence Community and in some people at the...."
BernieSanders,The dynamics of the race have changed and our campaign has significant momentum heading into Iowa and New Hampshire.
realDonaldTrump,".....by Congress, by the Justice Department & FBI friends of the Democrats, who hated the president when he was nothing but a candidate. At some point somebody should have said, wait a minute, this is out of control, this train is off the tracks, it’s time to get reasonable.”"
realDonaldTrump,...the entire World WAS laughing and taking advantage of us. People like liddle' Bob Corker have set the U.S. way back. Now we move forward!
BernieSanders,"When I call the president a racist, this is what I'm talking about We must stand together for justice and dignity towards all."
realDonaldTrump,"The Fake News doesn’t report it, but Republican enthusiasm is at an all time high. Look what is going on in Orlando, Florida, right now! People have never seen anything like it (unless you play a guitar). Going to be wild - See you later!"
BernieSanders,Tune in now to @TheView on ABC for a discussion on making America work for middle and working class families again.
realDonaldTrump,A Great Guy!
realDonaldTrump,"DOJ just issued the McCabe report - which is a total disaster. He LIED! LIED! LIED! McCabe was totally controlled by Comey - McCabe is Comey!! No collusion, all made up by this den of thieves and lowlifes!"
realDonaldTrump,"The Failing New York Times wrote another phony story. It was political pundit Doug Schoen, not a Ukrainian businessman, who asked me to do a short speech by phone (Skype), hosted by Doug, in Ukraine. I was very positive about Ukraine-another negative to the Fake Russia C story!"
BernieSanders,In the United States of America we can create the conditions that allow people who are released from prison to stay out.
BernieSanders,Substance abuse and addiction are health issues not criminal issues. #DemTownHall
BernieSanders,"New Hampshire, by voting today, you'll say loudly and clearly: this country belongs to all of us, not just the billionaire class. #NHPrimary"
BernieSanders,Walmart spent $8.3 billion on stock buybacks to enrich its shareholders in 2017. That’s enough money to increase wages from $11 to $15 an hour for nearly 1 million workers. Here’s how we end this greed: Give workers representation on Walmart’s corporate board. #BernieAtWalmart
realDonaldTrump,"Saudi Arabia oil supply was attacked. There is reason to believe that we know the culprit, are locked and loaded depending on verification, but are waiting to hear from the Kingdom as to who they believe was the cause of this attack, and under what terms we would proceed!"
BernieSanders,Children receiving treatment for cancer are now being threatened with deportation. The cruelty of this administration has no limit.
realDonaldTrump,"Senator Richard Burr, The Chairman of the Senate Intelligence Committee, just announced that after almost two years, more than two hundred interviews, and thousands of documents, they have found NO COLLUSION BETWEEN TRUMP AND RUSSIA! Is anybody really surprised by this?"
BernieSanders,I wrote the damn bill! #MedicareForAll #DemDebate
BernieSanders,I look forward to working with @HillaryClinton in the coming weeks.
BernieSanders,Our most important task is to revitalize American democracy. When we do that we change America. #FITN
BernieSanders,.@McDonalds made $6 billion in profits last year and paid its CEO $22 million in compensation. It is not a poor company. It damn well can pay all its employees a living wage of $15 an hour.
BernieSanders,"Voter ID laws, discriminatory drawing of Congressional districts and restricting same-day registration are all forms of voter suppression."
BernieSanders,"If we work to rapidly transform our energy system away from fossil fuels, this country could lead the world in saving the planet. https://www.washingtonpost.com/energy-environment/2018/12/05/we-are-trouble-global-carbon-emissions-reached-new-record-high/?fbclid=IwAR3H1x3J_z4REGUReJStRrdk_BO41G7c2YKpgT-SBaN6s_eKC_-Ooi3A2lo&amp;noredirect=on&amp;utm_term=.1c162786986a&amp;wpisrc=al_news__alert-world--alert-national&amp;wpmk=1"
realDonaldTrump,Great success today at NATO! Billions of additional dollars paid by members since my election. Great spirit!
realDonaldTrump,"On Taxes: “This is the biggest corporate rate cut ever, going back to the corporate income tax rate of roughly 80 years ago.This is a huge pro-growth stimulus for the economy. Every year the Obama WH overstated how the economy would grow. Now real economics and jobs.” @WSJ Report"
BernieSanders,"Medicare for all would make health care a right for all Americans, not a privilege. #DemTownHall"
realDonaldTrump,"“Democrat Texas Congressman Al Green says impeachment is the only thing that can prevent President Trump from re-election in 2020.” @OANN In other words, Dems can’t win the election fairly. You can’t impeach a president for creating the best economy in our country’s history....."
BernieSanders,"We just listened to Donald Trump’s third, and what I expect, will be his very last, State of the Union Address. My response:"
realDonaldTrump,"Today, on the 236th anniversary of the Purple Heart, we honor the members of our Armed Forces for serving as the vanguard of American democracy and freedom around the world. #PurpleHeartDay"
realDonaldTrump,"....non-existent “sources” and a drunk/drugged up loser who hates Michael, a fine person with a wonderful family. Michael is a businessman for his own account/lawyer who I have always liked & respected. Most people will flip if the Government lets them out of trouble, even if...."
BernieSanders,Here's a pretty reasonable idea: getting an education shouldn't mean that you're in debt for the rest of your life.
realDonaldTrump,Democrats campaigned on working within Washington and “getting things done!” How is that working out? #2020TAKEBACKTHEHOUSE
BernieSanders,Voting for Bernie in the #NHPrimary? Use #iVoted and share this image!
BernieSanders,"All over this country, one out of five Americans cannot afford their prescriptions. People are dying because they cannot afford medication."
realDonaldTrump,"The Federal Reserve is derelict in its duties if it doesn’t lower the Rate and even, ideally, stimulate. Take a look around the World at our competitors. Germany and others are actually GETTING PAID to borrow money. Fed was way too fast to raise, and way too slow to cut!"
realDonaldTrump,"On behalf of @FLOTUS Melania &amp; myself, THANK YOU for today's update &amp; GREAT WORK! #SouthernBaptist @SendRelief, @RedCross &amp; @SalvationArmyUS"
BernieSanders,"Donald Trump was a leader in the """"""""Birther Movement,"""""""" which tried to delegitimize President Obama. That is nothing less than racism."
BernieSanders,The idea that we are laying off teachers is completely absurd.
realDonaldTrump,Sleepy Eyes Chuck Todd of “Meet the Press” had a total meltdown in his interview with highly reaspected Senator @RonJohnsonWI. Seems that a not very bright Chuck just wasn’t getting the answers he was looking for in order to make me look as bad as possible. I did NOTHING wrong!
realDonaldTrump,I want to thank Rush Limbaugh for the tremendous support he has given to the MAKE AMERICA GREAT AGAIN Movement and our KEEP AMERICA GREAT Agenda! He is a major star who never wavered despite the Fake News Hits he has had to endure. His voice is far bigger than theirs!
BernieSanders,We must never forget. Health care is a human right. All people are entitled to coverage.
realDonaldTrump,""
BernieSanders,Everyone who votes in the D.C. primary will make a difference. Do you have a voting plan today? http://vote.BernieSanders.com/DC
realDonaldTrump,Congratulations @SecPompeo!
BernieSanders,"Now, there's a lot of us — but we need to come together, get organized, and win. http://bernie.to/HoldAnEvent"
realDonaldTrump,"Today, I am directing my Administration to explore all regulatory and legislative solutions to protect the free speech rights of ALL AMERICANS. We hope to see more transparency, more accountability, and more FREEDOM! #SocialMediaSummit"
BernieSanders,Flashback: Hillary Clinton: Unaccompanied Minors 'Should Be Sent Back'
BernieSanders,Five states vote on Tuesday and we’re setting a huge goal to talk to as many voters as we can. Sign up for a shift: http://bernie.to/RevolutionCalling
realDonaldTrump,"An amazing guy, respected by all!"
realDonaldTrump,S&P closes at Record High!
realDonaldTrump,"Iran has just issued a New Warning. Rouhani says that they will Enrich Uranium to “any amount we want” if there is no new Nuclear Deal. Be careful with the threats, Iran. They can come back to bite you like nobody has been bitten before!"
realDonaldTrump,“I think today what has happened is that news reporting has become part of the adversary system.” Alan Dershowitz It has become tainted and corrupt! DJT
BernieSanders,"The attack on women’s rights is happening in Alabama, Georgia and across the country, and we must fight it everywhere. I am proud that my state is fighting back—and I encourage all states to do the same to protect a woman’s right to choose."
BernieSanders,"Immigration is personal to me. My father, Eli, immigrated from Poland to flee poverty and persecution. The rest of his family was wiped out by Nazis. He built a life for himself and his family working as a paint salesman in Brooklyn, New York. #IKnowWhereICameFrom"
realDonaldTrump,"Today, we are thrilled to welcome @Broadcom CEO Hock Tan to the WH to announce he is moving their HQ’s from Singapore back to the U.S.A....."
realDonaldTrump,"Democrat Governor Ralph Northam of Virginia just stated, “I believe that I am not either of the people in that photo.” This was 24 hours after apologizing for appearing in the picture and after making the most horrible statement on “super” late term abortion. Unforgivable!"
BernieSanders,Millions of Americans who want to join unions are unable to do so because of the coercive and often illegal behavior of their employers.
BernieSanders,"Tens of thousands of Americans every year get criminal records for possessing marijuana. Meanwhile ZERO major Wall Street executives went to jail for destroying our economy in 2008 as a result of their greed, recklessness and illegal behavior. Unacceptable."
realDonaldTrump,"...accurately. 90% of media coverage of my Administration is negative, despite the tremendously positive results we are achieving, it’s no surprise that confidence in the media is at an all time low! I will not allow our great country to be sold out by anti-Trump haters in the..."
BernieSanders,"If Trump is serious about helping the middle class, we’ll work with him. So far, it’s clear he doesn’t give a damn about working families."
realDonaldTrump,""
realDonaldTrump,Thank you!
realDonaldTrump,"Terrible shootings in ElPaso, Texas. Reports are very bad, many killed. Working with State and Local authorities, and Law Enforcement. Spoke to Governor to pledge total support of Federal Government. God be with you all!"
realDonaldTrump,".....much tougher game than the Republicans did when they had the House Majority. Republicans will remember! “This has already been argued before the U.S. Supreme Court, but the House doesn’t want to wait. This is a common thread between all of the Committees - do whatever you..."
BernieSanders,"Well, we thought we were setting a big goal of 5 million calls before the Iowa caucus. Apparently it wasn’t big enough. It took just over two weeks for you to make 5 million calls, so we’re setting a new goal: Help us reach 10 million calls at http://berniesanders.com/call."
realDonaldTrump,"“I will never testify against Trump.” This statement was recently made by Roger Stone, essentially stating that he will not be forced by a rogue and out of control prosecutor to make up lies and stories about “President Trump.” Nice to know that some people still have “guts!”"
realDonaldTrump,SOUTHERN BORDER CRISIS! @LouDobbs
BernieSanders,"""""""""The Waltons make $25,000 a minute and most of the workers do not make that in a year... The Waltons' greed must end."""""""" -Cynthia Murray, 19-year Walmart associate #EndWalmartGreed"
BernieSanders,I stand with advocates in New York who are demanding we aggressively transition our energy system away from fossil fuels. We must do everything we can to protect the communities that are most vulnerable to the impacts of climate change.
realDonaldTrump,"The Media is not talking about the big Republican victory last night in Louisiana where a sitting Democrat Governor was forced into a runoff by not getting 50%. Big upset! Now @EddieRispone, who will be a great Governor, will win!"
realDonaldTrump,"I am pleased to announce that David Bernhardt, Acting Secretary of the Interior, will be nominated as Secretary of the Interior. David has done a fantastic job from the day he arrived, and we look forward to having his nomination officially confirmed!"
realDonaldTrump,"Good Morning, Have A Great Day!"
BernieSanders,Children in Flint will be plagued with brain damage and other health problems. There are no excuses. Gov. Snyder should resign. #DemDebate
BernieSanders,Before we create a Space Force we should make sure everyone has health care.
BernieSanders,Change cannot take place without political participation.
realDonaldTrump,""
realDonaldTrump,"The California Fire Fighters, FEMA and First Responders are amazing and very brave. Thank you and God Bless you all!"
BernieSanders,"With your help, we are poised to pull off one of the great political upsets in the history of our country."
BernieSanders,"We need to invest in jobs and education for our kids, not more jails and incarceration. We need to end the destructive """"""""war on drugs,"""""""" eliminate private prisons and cash bail and bring about major police department reform."
realDonaldTrump,The economy of the United States is stronger than ever before!
realDonaldTrump,"Russia and Ukraine just swapped large numbers of prisoners. Very good news, perhaps a first giant step to peace. Congratulations to both countries!"
BernieSanders,The reason we'll win the general election is that we will expose the Republicans for what they are. #iacaucus
BernieSanders,True freedom does not occur without economic security. #BernieInDenver
BernieSanders,"Speaking of generals, four-star General Colin Powell referred to Trump as “a national disgrace” and an “international pariah.” #debatenight"
realDonaldTrump,".@BethVanDuyne did Great things as Mayor of Irving, Texas, with my Administration. She is a Strong Conservative who supports Border Security, Loves our Military, Vets, and supports your #2A. Beth has my Full Endorsement for Congress!"
realDonaldTrump,The Fake News Media HATES to see this!
BernieSanders,"I’m with our volunteers in Concord, New Hampshire as they prepare to knock doors and bring their neighbors out to vote and into our movement. This is what """"""""Not Me, Us"""""""" looks like. Join us live now:"
realDonaldTrump,“It is clear that there is none of the bipartisan support that Speaker Pelosi said for months was essential for Impeachment.” Chris Wallace @FoxNews
realDonaldTrump,"...Court Justice & I turned him down (he’s been terrible ever since), Shep Smith, @donnabrazile (who gave Crooked Hillary the debate questions &amp; got fired from @CNN), &amp; others, @FoxNews doesn’t deliver for US anymore. It is so different than it used to be. Oh well, I’m President!"
realDonaldTrump,“The support for Impeachment is not there. I think the Democrats will have to come up with a new game plan.” @jasoninthehouse @FoxNews
BernieSanders,We must end U.S. support for the disastrous Saudi-led war in Yemen. This week the Senate will have the chance to show we are serious about ending U.S. support for this war which has turned into a humanitarian crisis by voting on SJ Res 54.
BernieSanders,Miami - It's time for us to come together and fight back. Join me tonight at 7 pm. https://go.berniesanders.com/page/event/detail/cometogetherfightbackperezapril2017/gpghby
BernieSanders,"Decent housing should not be a privilege, it should be a right. Join me live in Nevada now:"
realDonaldTrump,"The Dems have tried every trick in the playbook-call me everything under the sun. But if I’m all of those terrible things, how come I beat them so badly, 306-223? Maybe they’re just not very good! The fact is they are going CRAZY only because they know they can’t beat me in 2020!"
realDonaldTrump,"A GREAT evening in Minneapolis, Minnesota with incredible American Patriots. THANK YOU!"
BernieSanders,On Day 1 of my administration we will allow Americans to purchase low-cost prescription drugs from Canada.
BernieSanders,The scientific community has been virtually unanimous: Climate change is real. Our job is to aggressively transform our energy system.
BernieSanders,The American people are tired of a broken criminal justice system that enables us to have more people in jail than any country on earth.
BernieSanders,"I'm looking forward to sharing our vision for transforming this country at the next debate. I am lucky to have great health care, but millions of Americans are not. Some 87 million Americans are uninsured or underinsured. That is unacceptable to me. We need Medicare for All."
BernieSanders,You still have time to run to your voting location before polls close. Get out and vote! #PrimaryDay
realDonaldTrump,"“No information was ever given by the Trump Team to Russia, yet the Hillary Clinton campaign paid for information from Kremlin sources and just washed it through an intermediary, Christopher Steele.” Jesse Waters"
realDonaldTrump,"HYDROXYCHLOROQUINE & AZITHROMYCIN, taken together, have a real chance to be one of the biggest game changers in the history of medicine. The FDA has moved mountains - Thank You! Hopefully they will BOTH (H works better with A, International Journal of Antimicrobial Agents)....."
realDonaldTrump,"""""""""Schiff is a FRAUD!"""""""" @dbongino"
realDonaldTrump,Republicans are going to fight harder than ever to win back the House because of what the Do Nothing Democrats have done to our Country!
BernieSanders,49% of all new income goes to the top 1%. Meanwhile millions of Americans are forced to work 2 or 3 jobs just to survive. And over half of our people live paycheck to paycheck. That is not justice.
realDonaldTrump,"When Mueller does his final report, will he be covering all of his conflicts of interest in a preamble, will he be recommending action on all of the crimes of many kinds from those “on the other side”(whatever happened to Podesta?), and will he be putting in statements from....."
BernieSanders,I'm not a great pitcher. But Dylan's going from t-ball to AA and in two years the majors.
realDonaldTrump,White House news conference at 5:45 P.M. Eastern. Thank you!
realDonaldTrump,"Join me tomorrow night at 7:00pm MDT in Billings, Montana for a MAKE AMERICA GREAT AGAIN RALLY! Get your tickets here: https://www.donaldjtrump.com/rallies/montana-sep-2018/"
BernieSanders,We must create a national healthcare system that provides quality healthcare for all in the most cost-effective way possible.
BernieSanders,"Instead of giving tax breaks to billionaires we're going to have high-quality, universal child care for every child in this country. #DemDebate"
BernieSanders,Can you make a contribution towards ensuring we get all of our delegates to the Democratic convention next month? https://secure.actblue.com/contribute/page/final_fec_deadline?refcode=tw160630
BernieSanders,"Something is very wrong when, last year, the top 25 hedge fund managers earned more than the combined income of 425,000 public school teachers. We have got to get our priorities right."
realDonaldTrump,Democrats don’t want to fix the loopholes at the Border. They don’t want to do anything. Open Borders and crime!
BernieSanders,We must remember that the struggle for our rights is not a one-time event. It must be fought by every generation.
realDonaldTrump,"“I don’t see anything that constitutes an Impeachable offense - Nothing here rises to the level of Impeachment. The Democrats are making a mistake with this secrecy.” Kenn Starr, former Special Prosecutor"
BernieSanders,Something big is happening across the country. We’re going to finish the political revolution we started.
realDonaldTrump,"“FBI’s Christopher Steele (FAKE) Story Falls Apart: False Intel & Media Contacts Were Flagged Before FISA.” John Solomon, The Hill. @seanhannity"
BernieSanders,"The fact that we are the only major country not to guarantee paid leave, and millions of workers cannot take paid sick days, is a public health emergency."
realDonaldTrump,".@SteveScalise has written an absolutely fascinating book (BACK IN THE GAME) on the world of D.C. politics, and more. He has experienced so much, in a short period of time. Few people have had his bravery or courage, and he has come all the way back. A big power and great person!"
BernieSanders,"Watch Bernie live in Summit, IL where he will discuss a wide range of issues including combating climate change. http://bernie.to/SummitLive"
BernieSanders,"Congratulations to the advocacy work done by @KCTenants to help pass a Tenants Bill of Rights in Kansas City. Safe, decent, and affordable housing is a human right, not a privilege."
BernieSanders,"We must protect and defend the fundamental right of women to control their own bodies, including a woman’s right to have an abortion."
BernieSanders,"Medicare for All will end the atrocity of a profit-driven health care system in which thousands die because they can't afford care. Donald Trump wants to protect insurance company profits over American lives. Mr. Trump, we will defeat you in 2020. We'll make health care a right."
realDonaldTrump,A very sad time for America when the Supreme Court of the United States won’t allow a question of “Is this person a Citizen of the United States?” to be asked on the #2020 Census! Going on for a long time. I have asked the Department of Commerce and the Department of Justice....
BernieSanders,"Khi ta nói không với sự thù hằn và kì thị chủng tộc, Mỹ sẽ trở nên hùng mạnh và đoàn kết hơn. #AmericaTogether"
realDonaldTrump,"....Remember, NAFTA was one of the WORST Trade Deals ever made. The U.S. lost thousands of businesses and millions of jobs. We were far better off before NAFTA - should never have been signed. Even the Vat Tax was not accounted for. We make new deal or go back to pre-NAFTA!"
realDonaldTrump,"The Failing @nytimes, the pipe organ for the Democrat Party, has become a virtual lobbyist for them with regard to our massive Tax Cut Bill. They are wrong so often that now I know we have a winner!"
realDonaldTrump,“Manufacturing Optimism Rose to Another All-Time High in the Latest @ShopFloorNAM Outlook Survey”
BernieSanders,"The next phase of our campaign to defeat Trump starts now! We're launching our nationwide organizing effort to bring millions of people into the political process, win the election and transform America. #OrganizeWithBernie"
realDonaldTrump,"Congratulations to Judge Jeanine on the tremendous success of her new #1 best-selling book, “Liars, Leakers, and Liberals – The Case Against the Anti-Trump Conspiracy!”"
realDonaldTrump,"I NEVER told John Bolton that the aid to Ukraine was tied to investigations into Democrats, including the Bidens. In fact, he never complained about this at the time of his very public termination. If John Bolton said this, it was only to sell a book. With that being said, the..."
realDonaldTrump,"....Also talked about their Border with Syria, the eradication of terrorism, the ending of hostilities with the Kurds, and many other topics. Look forward to seeing President Erdogan next Wednesday, November 13th at the @WhiteHouse!"
realDonaldTrump,Keep Charlie Number One. Great Book!
BernieSanders,This is a pivotal moment in American history. Let us rise to the historic occasion and do everything we can these next 4 days to end one-party rule in Washington and elect progressives from coast to coast.
realDonaldTrump,"Despite the disgusting, illegal and unwarranted Witch Hunt, we have had the most successful first 17 month Administration in U.S. history - by far! Sorry to the Fake News Media and “Haters,” but that’s the way it is!"
BernieSanders,"38 years ago, the top 0.1% owned about 7% of our nation’s wealth. Today, that same 0.1% owns 22% of the wealth."
BernieSanders,Together we will fight for the extraordinary future our people deserve. Join us live in Michigan:
